eta,sparse,r,b_d,f,policy,tps,gain,bound,b_eff,tpot_opt,tpot_cons,gpu_nonattn,gpu_attn,cpu_attn,c2c_decode,append_total,append_oldkv,append_flush,hbm_used_gb,hbm_fits,c2c_util,decode_batch_cap
0.5,1.0,0.25,16,1.0,full_cpu_attn,5.514685252496617,0.12737550703106434,tpot_balanced,16,2.9013441869155554,2.9013441869155554,0.035,0.0,2.86592598016,0.0004132067555555555,0.5844307918338275,0.023424750933333332,0.0058123150222222225,151.713019904,True,5.1496858369030866e-05,inf
0.5,1.0,0.25,32,0.0,gpu_hot,43.294706973387704,1.0,hbm_capacity,2,0.046195023360000004,0.046195023360000004,0.035,0.01119502336,0.0,0.0,0.5786184768116053,0.023424750933333332,0.0,196.493113344,True,0.0009522244622926971,2.4316791735573475
0.5,1.0,0.25,32,0.05,partial_cpu_attn,37.55961070290018,0.86753354690649,hbm_capacity,2,0.05324868822044445,0.06388396041244446,0.035,0.010635272192,0.017912037376,0.0003316508444444444,0.5844307918338275,0.023424750933333332,0.0058123150222222225,194.254108672,True,0.00125287167567009,2.5596622879551028
0.5,1.0,0.25,32,0.1,partial_cpu_attn,28.1053907648734,0.6491645914626275,hbm_capacity,2,0.07116072559644446,0.08123624662044446,0.035,0.010075521024,0.035824074752,0.0003316508444444444,0.5844307918338275,0.023424750933333332,0.0058123150222222225,192.015104,True,0.0009415553851865401,2.701865748397053
0.5,1.0,0.25,32,0.2,partial_cpu_attn,21.006240877309814,0.4851918940165569,hbm_capacity,3,0.14281470052266668,0.1562487285546667,0.035,0.013434028032000002,0.10747222425600002,0.00033747626666666663,0.5844307918338275,0.023424750933333332,0.0058123150222222225,205.449132032,True,0.0005129890316560146,3.0395989669466843
0.5,1.0,0.25,32,0.3,partial_cpu_attn,15.263228676301402,0.3525426026253826,hbm_capacity,3,0.19655081265066668,0.20830558717866668,0.035,0.011754774527999999,0.161208336384,0.00033747626666666663,0.5844307918338275,0.023424750933333332,0.0058123150222222225,198.732118016,True,0.0003733473152776467,3.4738273907962114
0.5,1.0,0.25,32,0.5,partial_cpu_attn,10.162884379125819,0.23473734064934815,hbm_capacity,4,0.3935890492088889,0.40478407256888893,0.035,0.01119502336,0.35824074752,0.00034330168888888887,0.5844307918338275,0.023424750933333332,0.0058123150222222225,196.493113344,True,0.00020164870059852287,4.863358347114695
0.5,1.0,0.25,32,1.0,full_cpu_attn,5.5484626034137365,0.12815567978839199,tpot_balanced,32,5.767363373831111,5.767363373831111,0.035,0.0,5.73185196032,0.000506413511111111,0.5844307918338275,0.023424750933333332,0.0058123150222222225,151.713019904,True,4.2069082105364994e-05,inf
0.5,1.0,0.25,64,0.0,gpu_hot,43.294706973387704,1.0,hbm_capacity,2,0.046195023360000004,0.046195023360000004,0.035,0.01119502336,0.0,0.0,0.5786184768116053,0.023424750933333332,0.0,196.493113344,True,0.0009522244622926971,2.4316791735573475
0.5,1.0,0.25,64,0.05,partial_cpu_attn,37.55961070290018,0.86753354690649,hbm_capacity,2,0.05324868822044445,0.06388396041244446,0.035,0.010635272192,0.017912037376,0.0003316508444444444,0.5844307918338275,0.023424750933333332,0.0058123150222222225,194.254108672,True,0.00125287167567009,2.5596622879551028
0.5,1.0,0.25,64,0.1,partial_cpu_attn,28.1053907648734,0.6491645914626275,hbm_capacity,2,0.07116072559644446,0.08123624662044446,0.035,0.010075521024,0.035824074752,0.0003316508444444444,0.5844307918338275,0.023424750933333332,0.0058123150222222225,192.015104,True,0.0009415553851865401,2.701865748397053
0.5,1.0,0.25,64,0.2,partial_cpu_attn,21.006240877309814,0.4851918940165569,hbm_capacity,3,0.14281470052266668,0.1562487285546667,0.035,0.013434028032000002,0.10747222425600002,0.00033747626666666663,0.5844307918338275,0.023424750933333332,0.0058123150222222225,205.449132032,True,0.0005129890316560146,3.0395989669466843
